Date,Month,Month,Precip (in),,Month,Precip (in)
"August 9, 2013",082013,082013,0,,,
"August 10, 2013",082013,082013,0,,,
"August 11, 2013",082013,082013,0,,,
"August 12, 2013",082013,082013,0,,,
"August 13, 2013",082013,082013,0,,,
"August 14, 2013",082013,082013,0,,,
"August 15, 2013",082013,082013,0,,,
"August 16, 2013",082013,082013,0,,,
"August 17, 2013",082013,082013,0.0025,,,
"August 18, 2013",082013,082013,0.03,,,
"August 19, 2013",082013,082013,0,,,
"August 20, 2013",082013,082013,0,,,
"August 21, 2013",082013,082013,0.001428571,,,
"August 22, 2013",082013,082013,0,,,
"August 23, 2013",082013,082013,0,,,
"August 24, 2013",082013,082013,0.185,,,
"August 25, 2013",082013,082013,0.02125,,,
"August 26, 2013",082013,082013,0.04875,,,
"August 27, 2013",082013,082013,0.0525,,,
"August 28, 2013",082013,082013,0.134285714,,,
"August 29, 2013",082013,082013,0.1,,,
"August 30, 2013",082013,082013,0.011428571,,,
"August 31, 2013",082013,082013,0.235,,,
"September 1, 2013",092013,092013,0,,,
"September 2, 2013",092013,092013,0,,,
"September 3, 2013",092013,092013,0.015,,,
"September 4, 2013",092013,092013,0,,,
"September 5, 2013",092013,092013,0,,,
"September 6, 2013",092013,092013,0.025,,,
"September 7, 2013",092013,092013,0.00875,,,
"September 8, 2013",092013,092013,0.35375,,,
"September 9, 2013",092013,092013,1.34875,,,
"September 10, 2013",092013,092013,0.12,,,
"September 11, 2013",092013,092013,0.00125,,,
"September 12, 2013",092013,092013,0,,,
"September 13, 2013",092013,092013,0,,,
"September 14, 2013",092013,092013,0,,,
"September 15, 2013",092013,092013,0,,,
"September 16, 2013",092013,092013,0,,,
"September 17, 2013",092013,092013,0,,,
"September 18, 2013",092013,092013,0,,,
"September 19, 2013",092013,092013,0,,,
"September 20, 2013",092013,092013,0,,,
"September 21, 2013",092013,092013,0,,,
"September 22, 2013",092013,092013,0,,,
"September 23, 2013",092013,092013,0,,,
"September 24, 2013",092013,092013,0,,,
"September 25, 2013",092013,092013,0,,,
"September 26, 2013",092013,092013,0,,,
"September 27, 2013",092013,092013,0,,,
"September 28, 2013",092013,092013,0,,,
"September 29, 2013",092013,092013,0,,,
"September 30, 2013",092013,092013,0,,,
"October 1, 2013",102013,102013,0,,,
"October 2, 2013",102013,102013,0,,,
"October 3, 2013",102013,102013,0,,,
"October 4, 2013",102013,102013,0,,,
"October 5, 2013",102013,102013,0,,,
"October 6, 2013",102013,102013,0,,,
"October 7, 2013",102013,102013,0,,,
"October 8, 2013",102013,102013,0,,,
"October 9, 2013",102013,102013,0,,,
"October 10, 2013",102013,102013,0.0475,,,
"October 11, 2013",102013,102013,0,,,
"October 12, 2013",102013,102013,0,,,
"October 13, 2013",102013,102013,0,,,
"October 14, 2013",102013,102013,0,,,
"October 15, 2013",102013,102013,0,,,
"October 16, 2013",102013,102013,0,,,
"October 17, 2013",102013,102013,0,,,
"October 18, 2013",102013,102013,0,,,
"October 19, 2013",102013,102013,0,,,
"October 20, 2013",102013,102013,0,,,
"October 21, 2013",102013,102013,0,,,
"October 22, 2013",102013,102013,0,,,
"October 23, 2013",102013,102013,0,,,
"October 24, 2013",102013,102013,0,,,
"October 25, 2013",102013,102013,0,,,
"October 26, 2013",102013,102013,0,,,
"October 27, 2013",102013,102013,0,,,
"October 28, 2013",102013,102013,0,,,
"October 29, 2013",102013,102013,0,,,
"October 30, 2013",102013,102013,0,,,
"October 31, 2013",102013,102013,0,,,
"November 1, 2013",112013,112013,0,,,
"November 2, 2013",112013,112013,0,,,
"November 3, 2013",112013,112013,0.00125,,,
"November 4, 2013",112013,112013,0.005,,,
"November 5, 2013",112013,112013,0.0225,,,
"November 6, 2013",112013,112013,0,,,
"November 7, 2013",112013,112013,0,,,
"November 8, 2013",112013,112013,0,,,
"November 9, 2013",112013,112013,0,,,
"November 10, 2013",112013,112013,0,,,
"November 11, 2013",112013,112013,0,,,
"November 12, 2013",112013,112013,0,,,
"November 13, 2013",112013,112013,0,,,
"November 14, 2013",112013,112013,0,,,
"November 15, 2013",112013,112013,0,,,
"November 16, 2013",112013,112013,0,,,
"November 17, 2013",112013,112013,0,,,
"November 18, 2013",112013,112013,0,,,
"November 19, 2013",112013,112013,0,,,
"November 20, 2013",112013,112013,0,,,
"November 21, 2013",112013,112013,0.11,,,
"November 22, 2013",112013,112013,1.575,,,
"November 23, 2013",112013,112013,0.665,,,
"November 24, 2013",112013,112013,0.055714286,,,
"November 25, 2013",112013,112013,0.01,,,
"November 26, 2013",112013,112013,0,,,
"November 27, 2013",112013,112013,0,,,
"November 28, 2013",112013,112013,0,,,
"November 29, 2013",112013,112013,0,,,
"November 30, 2013",112013,112013,0,,,
"December 1, 2013",122013,122013,0,,,
"December 2, 2013",122013,122013,0,,,
"December 3, 2013",122013,122013,0,,,
"December 4, 2013",122013,122013,0.015714286,,,
"December 5, 2013",122013,122013,0.00125,,,
"December 6, 2013",122013,122013,0,,,
"December 7, 2013",122013,122013,0,,,
"December 8, 2013",122013,122013,0,,,
"December 9, 2013",122013,122013,0,,,
"December 10, 2013",122013,122013,0,,,
"December 11, 2013",122013,122013,0,,,
"December 12, 2013",122013,122013,0,,,
"December 13, 2013",122013,122013,0,,,
"December 14, 2013",122013,122013,0,,,
"December 15, 2013",122013,122013,0,,,
"December 16, 2013",122013,122013,0,,,
"December 17, 2013",122013,122013,0,,,
"December 18, 2013",122013,122013,0,,,
"December 19, 2013",122013,122013,0.096666667,,,
"December 20, 2013",122013,122013,0.5,,,
"December 21, 2013",122013,122013,0.00625,,,
"December 22, 2013",122013,122013,0,,,
"December 23, 2013",122013,122013,0,,,
"December 24, 2013",122013,122013,0,,,
"December 25, 2013",122013,122013,0,,,
"December 26, 2013",122013,122013,0,,,
"December 27, 2013",122013,122013,0,,,
"December 28, 2013",122013,122013,0,,,
"December 29, 2013",122013,122013,0,,,
"December 30, 2013",122013,122013,0,,,
"December 31, 2013",122013,122013,0,,,
"January 1, 2014",012014,012014,0,,,
"January 2, 2014",012014,012014,0,,,
"January 3, 2014",012014,012014,0,,,
"January 4, 2014",012014,012014,0,,,
"January 5, 2014",012014,012014,0,,,
"January 6, 2014",012014,012014,0,,,
"January 7, 2014",012014,012014,0,,,
"January 8, 2014",012014,012014,0,,,
"January 9, 2014",012014,012014,0,,,
"January 10, 2014",012014,012014,0,,,
"January 11, 2014",012014,012014,0,,,
"January 12, 2014",012014,012014,0,,,
"January 13, 2014",012014,012014,0,,,
"January 14, 2014",012014,012014,0,,,
"January 15, 2014",012014,012014,0,,,
"January 16, 2014",012014,012014,0,,,
"January 17, 2014",012014,012014,0,,,
"January 18, 2014",012014,012014,0,,,
"January 19, 2014",012014,012014,0,,,
"January 20, 2014",012014,012014,0,,,
"January 21, 2014",012014,012014,0,,,
"January 22, 2014",012014,012014,0,,,
"January 23, 2014",012014,012014,0,,,
"January 24, 2014",012014,012014,0,,,
"January 25, 2014",012014,012014,0,,,
"January 26, 2014",012014,012014,0,,,
"January 27, 2014",012014,012014,0,,,
"January 28, 2014",012014,012014,0,,,
"January 29, 2014",012014,012014,0,,,
"January 30, 2014",012014,012014,0,,,
"January 31, 2014",012014,012014,0,,,
"February 1, 2014",022014,022014,0,,,
"February 2, 2014",022014,022014,0,,,
"February 3, 2014",022014,022014,0,,,
"February 4, 2014",022014,022014,0,,,
"February 5, 2014",022014,022014,0,,,
"February 6, 2014",022014,022014,0,,,
"February 7, 2014",022014,022014,0,,,
"February 8, 2014",022014,022014,0,,,
"February 9, 2014",022014,022014,0,,,
"February 10, 2014",022014,022014,0,,,
"February 11, 2014",022014,022014,0,,,
"February 12, 2014",022014,022014,0,,,
"February 13, 2014",022014,022014,0,,,
"February 14, 2014",022014,022014,0,,,
"February 15, 2014",022014,022014,0,,,
"February 16, 2014",022014,022014,0,,,
"February 17, 2014",022014,022014,0,,,
"February 18, 2014",022014,022014,0,,,
"February 19, 2014",022014,022014,0,,,
"February 20, 2014",022014,022014,0,,,
"February 21, 2014",022014,022014,0,,,
"February 22, 2014",022014,022014,0,,,
"February 23, 2014",022014,022014,0,,,
"February 24, 2014",022014,022014,0,,,
"February 25, 2014",022014,022014,0,,,
"February 26, 2014",022014,022014,0,,,
"February 27, 2014",022014,022014,0,,,
"February 28, 2014",022014,022014,0,,,
"March 1, 2014",032014,032014,0.75875,,,
"March 2, 2014",032014,032014,0.755,,,
"March 3, 2014",032014,032014,0,,,
"March 4, 2014",032014,032014,0,,,
"March 5, 2014",032014,032014,0,,,
"March 6, 2014",032014,032014,0,,,
"March 7, 2014",032014,032014,0,,,
"March 8, 2014",032014,032014,0,,,
"March 9, 2014",032014,032014,0,,,
"March 10, 2014",032014,032014,0,,,
"March 11, 2014",032014,032014,0,,,
"March 12, 2014",032014,032014,0,,,
"March 13, 2014",032014,032014,0,,,
"March 14, 2014",032014,032014,0,,,
"March 15, 2014",032014,032014,0,,,
"March 16, 2014",032014,032014,0,,,
"March 17, 2014",032014,032014,0,,,
"March 18, 2014",032014,032014,0,,,
"March 19, 2014",032014,032014,0,,,
"March 20, 2014",032014,032014,0,,,
"March 21, 2014",032014,032014,0,,,
"March 22, 2014",032014,032014,0,,,
"March 23, 2014",032014,032014,0,,,
"March 24, 2014",032014,032014,0,,,
"March 25, 2014",032014,032014,0,,,
"March 26, 2014",032014,032014,0,,,
"March 27, 2014",032014,032014,0,,,
"March 28, 2014",032014,032014,0,,,
"March 29, 2014",032014,032014,0,,,
"March 30, 2014",032014,032014,0,,,
"March 31, 2014",032014,032014,0,,,
"April 1, 2014",042014,042014,0,,,
"April 2, 2014",042014,042014,0.00125,,,
"April 3, 2014",042014,042014,0,,,
"April 4, 2014",042014,042014,0,,,
"April 5, 2014",042014,042014,0,,,
"April 6, 2014",042014,042014,0,,,
"April 7, 2014",042014,042014,0,,,
"April 8, 2014",042014,042014,0,,,
"April 9, 2014",042014,042014,0,,,
"April 10, 2014",042014,042014,0,,,
"April 11, 2014",042014,042014,0,,,
"April 12, 2014",042014,042014,0,,,
"April 13, 2014",042014,042014,0,,,
"April 14, 2014",042014,042014,0,,,
"April 15, 2014",042014,042014,0,,,
"April 16, 2014",042014,042014,0,,,
"April 17, 2014",042014,042014,0,,,
"April 18, 2014",042014,042014,0,,,
"April 19, 2014",042014,042014,0,,,
"April 20, 2014",042014,042014,0,,,
"April 21, 2014",042014,042014,0,,,
"April 22, 2014",042014,042014,0,,,
"April 23, 2014",042014,042014,0,,,
"April 24, 2014",042014,042014,0,,,
"April 25, 2014",042014,042014,0,,,
"April 26, 2014",042014,042014,0.01375,,,
"April 27, 2014",042014,042014,0,,,
"April 28, 2014",042014,042014,0,,,
"April 29, 2014",042014,042014,0,,,
"April 30, 2014",042014,042014,0,,,
"May 1, 2014",052014,052014,0,,,
"May 2, 2014",052014,052014,0,,,
"May 3, 2014",052014,052014,0,,,
"May 4, 2014",052014,052014,0,,,
"May 5, 2014",052014,052014,0,,,
"May 6, 2014",052014,052014,0,,,
"May 7, 2014",052014,052014,0,,,
"May 8, 2014",052014,052014,0,,,
"May 9, 2014",052014,052014,0,,,
"May 10, 2014",052014,052014,0,,,
"May 11, 2014",052014,052014,0,,,
"May 12, 2014",052014,052014,0,,,
"May 13, 2014",052014,052014,0,,,
"May 14, 2014",052014,052014,0,,,
"May 15, 2014",052014,052014,0,,,
"May 16, 2014",052014,052014,0,,,
"May 17, 2014",052014,052014,0,,,
"May 18, 2014",052014,052014,0,,,
"May 19, 2014",052014,052014,0,,,
"May 20, 2014",052014,052014,0,,,
"May 21, 2014",052014,052014,0,,,
"May 22, 2014",052014,052014,0,,,
"May 23, 2014",052014,052014,0,,,
"May 24, 2014",052014,052014,0,,,
"May 25, 2014",052014,052014,0,,,
"May 26, 2014",052014,052014,0,,,
"May 27, 2014",052014,052014,0,,,
"May 28, 2014",052014,052014,0,,,
"May 29, 2014",052014,052014,0,,,
"May 30, 2014",052014,052014,0,,,
"May 31, 2014",052014,052014,0,,,
"June 1, 2014",062014,062014,0,,,
"June 2, 2014",062014,062014,0,,,
"June 3, 2014",062014,062014,0,,,
"June 4, 2014",062014,062014,0,,,
"June 5, 2014",062014,062014,0,,,
"June 6, 2014",062014,062014,0,,,
"June 7, 2014",062014,062014,0,,,
"June 8, 2014",062014,062014,0,,,
"June 9, 2014",062014,062014,0,,,
"June 10, 2014",062014,062014,0,,,
"June 11, 2014",062014,062014,0,,,
"June 12, 2014",062014,062014,0,,,
"June 13, 2014",062014,062014,0,,,
"June 14, 2014",062014,062014,0,,,
"June 15, 2014",062014,062014,0,,,
"June 16, 2014",062014,062014,0,,,
"June 17, 2014",062014,062014,0,,,
"June 18, 2014",062014,062014,0,,,
"June 19, 2014",062014,062014,0,,,
"June 20, 2014",062014,062014,0,,,
"June 21, 2014",062014,062014,0,,,
"June 22, 2014",062014,062014,0,,,
"June 23, 2014",062014,062014,0,,,
"June 24, 2014",062014,062014,0,,,
"June 25, 2014",062014,062014,0,,,
"June 26, 2014",062014,062014,0,,,
"June 27, 2014",062014,062014,0,,,
"June 28, 2014",062014,062014,0,,,
"June 29, 2014",062014,062014,0,,,
"June 30, 2014",062014,062014,0,,,
"July 1, 2014",072014,072014,0,,,
"July 2, 2014",072014,072014,0,,,
"July 3, 2014",072014,072014,0.00125,,,
"July 4, 2014",072014,072014,0.047142857,,,
"July 5, 2014",072014,072014,0.00125,,,
"July 6, 2014",072014,072014,0,,,
"July 7, 2014",072014,072014,0,,,
"July 8, 2014",072014,072014,0.082857143,,,
"July 9, 2014",072014,072014,0.11875,,,
"July 10, 2014",072014,072014,0,,,
"July 11, 2014",072014,072014,0,,,
"July 12, 2014",072014,072014,0,,,
"July 13, 2014",072014,072014,0.011428571,,,
"July 14, 2014",072014,072014,0.07375,,,
"July 15, 2014",072014,072014,0.03125,,,
"July 16, 2014",072014,072014,0.00125,,,
"July 17, 2014",072014,072014,0,,,
"July 18, 2014",072014,072014,0,,,
"July 19, 2014",072014,072014,0,,,
"July 20, 2014",072014,072014,0,,,
"July 21, 2014",072014,072014,0,,,
"July 22, 2014",072014,072014,0,,,
"July 23, 2014",072014,072014,0.015714286,,,
"July 24, 2014",072014,072014,0.0675,,,
"July 25, 2014",072014,072014,0,,,
"July 26, 2014",072014,072014,0.14875,,,
"July 27, 2014",072014,072014,0.085714286,,,
"July 28, 2014",072014,072014,0.00875,,,
"July 29, 2014",072014,072014,0,,,
"July 30, 2014",072014,072014,0,,,
"July 31, 2014",072014,072014,0,,,
"August 1, 2014",082014,082014,0.0475,,,
"August 2, 2014",082014,082014,0.35125,,,
"August 3, 2014",082014,082014,0.275,,,
"August 4, 2014",082014,082014,0.005,,,
"August 5, 2014",082014,082014,0,,,
"August 6, 2014",082014,082014,0,,,
"August 7, 2014",082014,082014,0,,,
"August 8, 2014",082014,082014,0,,,
"August 9, 2014",082014,082014,0,,,
"August 10, 2014",082014,082014,0,,,
"August 11, 2014",082014,082014,0.0075,,,
"August 12, 2014",082014,082014,0.15375,,,
"August 13, 2014",082014,082014,0.33125,,,
"August 14, 2014",082014,082014,0,,,
"August 15, 2014",082014,082014,0,,,
"August 16, 2014",082014,082014,0,,,
"August 17, 2014",082014,082014,0.001428571,,,
"August 18, 2014",082014,082014,0.12125,,,
"August 19, 2014",082014,082014,0.8525,,,
"August 20, 2014",082014,082014,0.12375,,,
"August 21, 2014",082014,082014,0.08375,,,
"August 22, 2014",082014,082014,0.015,,,
"August 23, 2014",082014,082014,0,,,
"August 24, 2014",082014,082014,0,,,
"August 25, 2014",082014,082014,0,,,
"August 26, 2014",082014,082014,0,,,
"August 27, 2014",082014,082014,0.004285714,,,
"August 28, 2014",082014,082014,0,,,
"August 29, 2014",082014,082014,0,,,
"August 30, 2014",082014,082014,0,,,
"August 31, 2014",082014,082014,0,,,
"September 1, 2014",092014,092014,0,,,
"September 2, 2014",092014,092014,0,,,
"September 3, 2014",092014,092014,0,,,
"September 4, 2014",092014,092014,0,,,
"September 5, 2014",092014,092014,0.01125,,,
"September 6, 2014",092014,092014,0.055,,,
"September 7, 2014",092014,092014,0.337142857,,,
"September 8, 2014",092014,092014,2.3725,,,
"September 9, 2014",092014,092014,0.094285714,,,
"September 10, 2014",092014,092014,0.01625,,,
"September 11, 2014",092014,092014,0,,,
"September 12, 2014",092014,092014,0,,,
"September 13, 2014",092014,092014,0,,,
"September 14, 2014",092014,092014,0,,,
"September 15, 2014",092014,092014,0,,,
"September 16, 2014",092014,092014,0.03125,,,
"September 17, 2014",092014,092014,0.23125,,,
"September 18, 2014",092014,092014,0,,,
"September 19, 2014",092014,092014,0,,,
"September 20, 2014",092014,092014,0,,,
"September 21, 2014",092014,092014,0,,,
"September 22, 2014",092014,092014,0,,,
"September 23, 2014",092014,092014,0,,,
"September 24, 2014",092014,092014,0,,,
"September 25, 2014",092014,092014,0,,,
"September 26, 2014",092014,092014,0.01125,,,
"September 27, 2014",092014,092014,1.105714286,,,
"September 28, 2014",092014,092014,0.72125,,,
"September 29, 2014",092014,092014,0,,,
"September 30, 2014",092014,092014,0,,,
"October 1, 2014",102014,102014,0,,,
"October 2, 2014",102014,102014,0,,,
"October 3, 2014",102014,102014,0,,,
"October 4, 2014",102014,102014,0,,,
"October 5, 2014",102014,102014,0,,,
"October 6, 2014",102014,102014,0,,,
"October 7, 2014",102014,102014,0,,,
"October 8, 2014",102014,102014,0.11125,,,
"October 9, 2014",102014,102014,0.23,,,
"October 10, 2014",102014,102014,0,,,
"October 11, 2014",102014,102014,0,,,
"October 12, 2014",102014,102014,0,,,
"October 13, 2014",102014,102014,0,,,
"October 14, 2014",102014,102014,0,,,
"October 15, 2014",102014,102014,0,,,
"October 16, 2014",102014,102014,0,,,
"October 17, 2014",102014,102014,0,,,
"October 18, 2014",102014,102014,0,,,
"October 19, 2014",102014,102014,0.027142857,,,
"October 20, 2014",102014,102014,0.01125,,,
"October 21, 2014",102014,102014,0,,,
"October 22, 2014",102014,102014,0,,,
"October 23, 2014",102014,102014,0,,,
"October 24, 2014",102014,102014,0,,,
"October 25, 2014",102014,102014,0,,,
"October 26, 2014",102014,102014,0,,,
"October 27, 2014",102014,102014,0,,,
"October 28, 2014",102014,102014,0,,,
"October 29, 2014",102014,102014,0,,,
"October 30, 2014",102014,102014,0,,,
"October 31, 2014",102014,102014,0,,,
"November 1, 2014",112014,112014,0,,,
"November 2, 2014",112014,112014,0.001428571,,,
"November 3, 2014",112014,112014,0,,,
"November 4, 2014",112014,112014,0,,,
"November 5, 2014",112014,112014,0,,,
"November 6, 2014",112014,112014,0,,,
"November 7, 2014",112014,112014,0,,,
"November 8, 2014",112014,112014,0,,,
"November 9, 2014",112014,112014,0,,,
"November 10, 2014",112014,112014,0,,,
"November 11, 2014",112014,112014,0,,,
"November 12, 2014",112014,112014,0,,,
"November 13, 2014",112014,112014,0,,,
"November 14, 2014",112014,112014,0,,,
"November 15, 2014",112014,112014,0,,,
"November 16, 2014",112014,112014,0,,,
"November 17, 2014",112014,112014,0,,,
"November 18, 2014",112014,112014,0,,,
"November 19, 2014",112014,112014,0,,,
"November 20, 2014",112014,112014,0,,,
"November 21, 2014",112014,112014,0,,,
"November 22, 2014",112014,112014,0,,,
"November 23, 2014",112014,112014,0,,,
"November 24, 2014",112014,112014,0,,,
"November 25, 2014",112014,112014,0,,,
"November 26, 2014",112014,112014,0,,,
"November 27, 2014",112014,112014,0,,,
"November 28, 2014",112014,112014,0,,,
"November 29, 2014",112014,112014,0,,,
"November 30, 2014",112014,112014,0,,,
"December 1, 2014",122014,122014,0,,,
"December 2, 2014",122014,122014,0.00375,,,
"December 3, 2014",122014,122014,0.01,,,
"December 4, 2014",122014,122014,0.62375,,,
"December 5, 2014",122014,122014,0.00125,,,
"December 6, 2014",122014,122014,0,,,
"December 7, 2014",122014,122014,0,,,
"December 8, 2014",122014,122014,0,,,
"December 9, 2014",122014,122014,0.00125,,,
"December 10, 2014",122014,122014,0,,,
"December 11, 2014",122014,122014,0,,,
"December 12, 2014",122014,122014,0,,,
"December 13, 2014",122014,122014,0.3375,,,
"December 14, 2014",122014,122014,0.007142857,,,
"December 15, 2014",122014,122014,0,,,
"December 16, 2014",122014,122014,0.0025,,,
"December 17, 2014",122014,122014,0.155,,,
"December 18, 2014",122014,122014,0.06875,,,
"December 19, 2014",122014,122014,0,,,
"December 20, 2014",122014,122014,0,,,
"December 21, 2014",122014,122014,0,,,
"December 22, 2014",122014,122014,0,,,
"December 23, 2014",122014,122014,0,,,
"December 24, 2014",122014,122014,0,,,
"December 25, 2014",122014,122014,0,,,
"December 26, 2014",122014,122014,0,,,
"December 27, 2014",122014,122014,0,,,
"December 28, 2014",122014,122014,0,,,
"December 29, 2014",122014,122014,0,,,
"December 30, 2014",122014,122014,0,,,
"December 31, 2014",122014,122014,0.20375,,,
"January 1, 2015",012015,012015,0.091428571,,,
"January 2, 2015",012015,012015,0,,,
"January 3, 2015",012015,012015,0,,,
"January 4, 2015",012015,012015,0,,,
"January 5, 2015",012015,012015,0,,,
"January 6, 2015",012015,012015,0,,,
"January 7, 2015",012015,012015,0,,,
"January 8, 2015",012015,012015,0,,,
"January 9, 2015",012015,012015,0,,,
"January 10, 2015",012015,012015,0.004285714,,,
"January 11, 2015",012015,012015,0.018333333,,,
"January 12, 2015",012015,012015,0.061666667,,,
"January 13, 2015",012015,012015,0.121666667,,,
"January 14, 2015",012015,012015,0,,,
"January 15, 2015",012015,012015,0,,,
"January 16, 2015",012015,012015,0,,,
"January 17, 2015",012015,012015,0,,,
"January 18, 2015",012015,012015,0,,,
"January 19, 2015",012015,012015,0,,,
"January 20, 2015",012015,012015,0,,,
"January 21, 2015",012015,012015,0,,,
"January 22, 2015",012015,012015,0,,,
"January 23, 2015",012015,012015,0,,,
"January 24, 2015",012015,012015,0,,,
"January 25, 2015",012015,012015,0,,,
"January 26, 2015",012015,012015,0.011428571,,,
"January 27, 2015",012015,012015,0.081428571,,,
"January 28, 2015",012015,012015,0,,,
"January 29, 2015",012015,012015,0.075714286,,,
"January 30, 2015",012015,012015,0.87,,,
"January 31, 2015",012015,012015,0.18375,,,
"February 1, 2015",022015,022015,0.002857143,,,
"February 2, 2015",022015,022015,0,,,
"February 3, 2015",022015,022015,0,,,
"February 4, 2015",022015,022015,0,,,
"February 5, 2015",022015,022015,0,,,
"February 6, 2015",022015,022015,0,,,
"February 7, 2015",022015,022015,0,,,
"February 8, 2015",022015,022015,0,,,
"February 9, 2015",022015,022015,0,,,
"February 10, 2015",022015,022015,0,,,
"February 11, 2015",022015,022015,0,,,
"February 12, 2015",022015,022015,0,,,
"February 13, 2015",022015,022015,0,,,
"February 14, 2015",022015,022015,0,,,
"February 15, 2015",022015,022015,0,,,
"February 16, 2015",022015,022015,0,,,
"February 17, 2015",022015,022015,0,,,
"February 18, 2015",022015,022015,0,,,
"February 19, 2015",022015,022015,0,,,
"February 20, 2015",022015,022015,0,,,
"February 21, 2015",022015,022015,0,,,
"February 22, 2015",022015,022015,0,,,
"February 23, 2015",022015,022015,0.057142857,,,
"February 24, 2015",022015,022015,0.035714286,,,
"February 25, 2015",022015,022015,0,,,
"February 26, 2015",022015,022015,0,,,
"February 27, 2015",022015,022015,0,,,
"February 28, 2015",022015,022015,0.032857143,,,
"March 1, 2015",032015,032015,0.006666667,,,
"March 2, 2015",032015,032015,0.485714286,,,
"March 3, 2015",032015,032015,0.053333333,,,
"March 4, 2015",032015,032015,0.002857143,,,
"March 5, 2015",032015,032015,0,,,
"March 6, 2015",032015,032015,0,,,
"March 7, 2015",032015,032015,0,,,
"March 8, 2015",032015,032015,0,,,
"March 9, 2015",032015,032015,0,,,
"March 10, 2015",032015,032015,0,,,
"March 11, 2015",032015,032015,0,,,
"March 12, 2015",032015,032015,0,,,
"March 13, 2015",032015,032015,0,,,
"March 14, 2015",032015,032015,0,,,
"March 15, 2015",032015,032015,0,,,
"March 16, 2015",032015,032015,0,,,
"March 17, 2015",032015,032015,0,,,
"March 18, 2015",032015,032015,0.012857143,,,
"March 19, 2015",032015,032015,0.604285714,,,
"March 20, 2015",032015,032015,0.015714286,,,
"March 21, 2015",032015,032015,0.02,,,
"March 22, 2015",032015,032015,0,,,
"March 23, 2015",032015,032015,0,,,
"March 24, 2015",032015,032015,0,,,
"March 25, 2015",032015,032015,0,,,
"March 26, 2015",032015,032015,0,,,
"March 27, 2015",032015,032015,0,,,
"March 28, 2015",032015,032015,0,,,
"March 29, 2015",032015,032015,0,,,
"March 30, 2015",032015,032015,0,,,
"March 31, 2015",032015,032015,0,,,
"April 1, 2015",042015,042015,0,,,
"April 2, 2015",042015,042015,0,,,
"April 3, 2015",042015,042015,0,,,
"April 4, 2015",042015,042015,0,,,
"April 5, 2015",042015,042015,0,,,
"April 6, 2015",042015,042015,0,,,
"April 7, 2015",042015,042015,0,,,
"April 8, 2015",042015,042015,0,,,
"April 9, 2015",042015,042015,0,,,
"April 10, 2015",042015,042015,0,,,
"April 11, 2015",042015,042015,0,,,
"April 12, 2015",042015,042015,0,,,
"April 13, 2015",042015,042015,0,,,
"April 14, 2015",042015,042015,0,,,
"April 15, 2015",042015,042015,0,,,
"April 16, 2015",042015,042015,0,,,
"April 17, 2015",042015,042015,0,,,
"April 18, 2015",042015,042015,0,,,
"April 19, 2015",042015,042015,0,,,
"April 20, 2015",042015,042015,0,,,
"April 21, 2015",042015,042015,0,,,
"April 22, 2015",042015,042015,0,,,
"April 23, 2015",042015,042015,0,,,
"April 24, 2015",042015,042015,0.09625,,,
"April 25, 2015",042015,042015,0.02125,,,
"April 26, 2015",042015,042015,0.28125,,,
"April 27, 2015",042015,042015,0.01375,,,
"April 28, 2015",042015,042015,0,,,
"April 29, 2015",042015,042015,0,,,
"April 30, 2015",042015,042015,0,,,
"May 1, 2015",052015,052015,0,,,
"May 2, 2015",052015,052015,0,,,
"May 3, 2015",052015,052015,0,,,
"May 4, 2015",052015,052015,0.56125,,,
"May 5, 2015",052015,052015,0.00625,,,
"May 6, 2015",052015,052015,0,,,
"May 7, 2015",052015,052015,0,,,
"May 8, 2015",052015,052015,0.00625,,,
"May 9, 2015",052015,052015,0.00625,,,
"May 10, 2015",052015,052015,0.00125,,,
"May 11, 2015",052015,052015,0,,,
"May 12, 2015",052015,052015,0,,,
"May 13, 2015",052015,052015,0,,,
"May 14, 2015",052015,052015,0.00125,,,
"May 15, 2015",052015,052015,0.4325,,,
"May 16, 2015",052015,052015,0.5775,,,
"May 17, 2015",052015,052015,0.00125,,,
"May 18, 2015",052015,052015,0,,,
"May 19, 2015",052015,052015,0,,,
"May 20, 2015",052015,052015,0,,,
"May 21, 2015",052015,052015,0,,,
"May 22, 2015",052015,052015,0,,,
"May 23, 2015",052015,052015,0,,,
"May 24, 2015",052015,052015,0,,,
"May 25, 2015",052015,052015,0,,,
"May 26, 2015",052015,052015,0,,,
"May 27, 2015",052015,052015,0,,,
"May 28, 2015",052015,052015,0,,,
"May 29, 2015",052015,052015,0,,,
"May 30, 2015",052015,052015,0,,,
"May 31, 2015",052015,052015,0,,,
"June 1, 2015",062015,062015,0,,,
"June 2, 2015",062015,062015,0,,,
"June 3, 2015",062015,062015,0,,,
"June 4, 2015",062015,062015,0,,,
"June 5, 2015",062015,062015,0.31625,,,
"June 6, 2015",062015,062015,0.0875,,,
"June 7, 2015",062015,062015,0,,,
"June 8, 2015",062015,062015,0,,,
"June 9, 2015",062015,062015,0,,,
"June 10, 2015",062015,062015,0.0075,,,
"June 11, 2015",062015,062015,0,,,
"June 12, 2015",062015,062015,0,,,
"June 13, 2015",062015,062015,0,,,
"June 14, 2015",062015,062015,0,,,
"June 15, 2015",062015,062015,0,,,
"June 16, 2015",062015,062015,0,,,
"June 17, 2015",062015,062015,0,,,
